fecha,producto,categoria,cantidad,precio_venta,costo,promo,stock_final,stock_inicial,is_holiday,producto_norm,product_id
2019-01-13,Electronic accessories,Electronic accessories,10.0,41.65,41.65,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-01-09,Fashion accessories,Fashion accessories,9.0,49.04,49.04,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-12,Fashion accessories,Fashion accessories,9.0,20.01,20.01,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-05,Food and beverages,Food and beverages,10.0,78.31,78.31,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-22,Health and beauty,Health and beauty,5.0,20.38,20.380000000000003,0,0,0,0,and beauty health,PROD_aafc543acc
2019-01-21,Health and beauty,Health and beauty,6.0,99.19,99.19,0,0,0,0,and beauty health,PROD_aafc543acc
2019-01-26,Food and beverages,Food and beverages,3.0,96.68,96.68,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-23,Food and beverages,Food and beverages,8.0,19.25,19.25,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-02-23,Food and beverages,Food and beverages,4.0,80.36,80.36,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-09,Sports and travel,Sports and travel,5.0,48.91,48.91,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-05,Sports and travel,Sports and travel,7.0,83.06,83.05999999999999,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-25,Fashion accessories,Fashion accessories,5.0,76.52,76.52000000000001,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-27,Food and beverages,Food and beverages,7.0,49.38,49.38,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-02,Sports and travel,Sports and travel,1.0,42.47,42.47,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-02-27,Health and beauty,Health and beauty,6.0,76.99,76.99,0,0,0,0,and beauty health,PROD_aafc543acc
2019-01-23,Home and lifestyle,Home and lifestyle,4.0,47.38,47.38,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-26,Sports and travel,Sports and travel,10.0,44.86,44.86,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-01-10,Sports and travel,Sports and travel,7.0,21.98,21.98,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-12,Health and beauty,Health and beauty,9.0,64.36,64.36,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-06,Health and beauty,Health and beauty,1.0,89.75,89.75,0,0,0,0,and beauty health,PROD_aafc543acc
2019-03-08,Electronic accessories,Electronic accessories,1.0,97.16,97.16,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-29,Health and beauty,Health and beauty,10.0,87.87,87.87,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-09,Electronic accessories,Electronic accessories,6.0,12.45,12.45,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-23,Food and beverages,Food and beverages,3.0,52.75,52.75,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-05,Home and lifestyle,Home and lifestyle,6.0,82.7,82.7,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-03-26,Fashion accessories,Fashion accessories,1.0,48.71,48.71,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-01,Fashion accessories,Fashion accessories,9.0,78.55,78.55000000000001,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-02-01,Electronic accessories,Electronic accessories,9.0,23.07,23.07,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-28,Food and beverages,Food and beverages,6.0,58.26,58.26,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-19,Health and beauty,Health and beauty,7.0,30.35,30.35,0,0,0,0,and beauty health,PROD_aafc543acc
2019-01-12,Electronic accessories,Electronic accessories,10.0,88.67,88.67,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-01-05,Fashion accessories,Fashion accessories,6.0,27.38,27.38,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-22,Sports and travel,Sports and travel,6.0,62.13,62.13,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-24,Food and beverages,Food and beverages,9.0,33.98,33.98,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-03,Electronic accessories,Electronic accessories,10.0,81.97,81.97,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-02-05,Sports and travel,Sports and travel,2.0,16.49,16.49,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-02-05,Health and beauty,Health and beauty,3.0,98.21,98.21,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-15,Fashion accessories,Fashion accessories,7.0,72.84,72.84,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-19,Home and lifestyle,Home and lifestyle,9.0,58.07,58.07,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-02-01,Home and lifestyle,Home and lifestyle,9.0,80.79,80.79,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-03-02,Fashion accessories,Fashion accessories,3.0,27.02,27.02,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-05,Fashion accessories,Fashion accessories,5.0,21.94,21.94,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-16,Fashion accessories,Fashion accessories,1.0,51.36,51.36,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-02-02,Food and beverages,Food and beverages,10.0,10.96,10.96,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-20,Home and lifestyle,Home and lifestyle,2.0,53.44,53.44,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-02-14,Electronic accessories,Electronic accessories,8.0,99.56,99.56,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-01-12,Sports and travel,Sports and travel,7.0,57.12,57.12,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-09,Sports and travel,Sports and travel,9.0,99.96,99.96,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-13,Home and lifestyle,Home and lifestyle,8.0,63.91,63.91,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-03-09,Fashion accessories,Fashion accessories,8.0,56.47,56.47,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-10,Home and lifestyle,Home and lifestyle,7.0,93.69,93.69,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-27,Sports and travel,Sports and travel,5.0,32.25,32.25,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-01-08,Fashion accessories,Fashion accessories,9.0,31.73,31.73,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-08,Food and beverages,Food and beverages,8.0,68.54,68.54,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-02-08,Sports and travel,Sports and travel,9.0,90.28,90.28,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-01-25,Fashion accessories,Fashion accessories,7.0,39.62,39.62,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-06,Sports and travel,Sports and travel,6.0,92.13,92.13,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-02-10,Sports and travel,Sports and travel,4.0,34.84,34.84,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-02-17,Electronic accessories,Electronic accessories,6.0,87.45,87.45,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-08,Health and beauty,Health and beauty,6.0,81.3,81.3,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-18,Fashion accessories,Fashion accessories,3.0,90.22,90.22,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-18,Electronic accessories,Electronic accessories,5.0,26.31,26.31,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-02-18,Home and lifestyle,Home and lifestyle,6.0,34.42,34.42,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-02-16,Sports and travel,Sports and travel,10.0,51.91,51.91,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-16,Sports and travel,Sports and travel,8.0,72.5,72.5,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-01-23,Sports and travel,Sports and travel,10.0,89.8,89.8,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-01-25,Health and beauty,Health and beauty,10.0,90.5,90.5,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-05,Health and beauty,Health and beauty,10.0,68.6,68.6,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-22,Food and beverages,Food and beverages,1.0,30.41,30.41,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-21,Home and lifestyle,Home and lifestyle,6.0,77.95,77.95,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-03-08,Health and beauty,Health and beauty,6.0,46.26,46.26,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-10,Fashion accessories,Fashion accessories,10.0,30.14,30.14,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-19,Health and beauty,Health and beauty,4.0,66.14,66.14,0,0,0,0,and beauty health,PROD_aafc543acc
2019-03-06,Home and lifestyle,Home and lifestyle,8.0,71.86,71.86,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-03-27,Health and beauty,Health and beauty,8.0,32.46,32.46,0,0,0,0,and beauty health,PROD_aafc543acc
2019-03-23,Fashion accessories,Fashion accessories,4.0,91.54,91.54,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-11,Sports and travel,Sports and travel,7.0,34.56,34.559999999999995,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-01-29,Fashion accessories,Fashion accessories,9.0,83.24,83.24,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-02-07,Food and beverages,Food and beverages,6.0,16.48,16.48,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-28,Sports and travel,Sports and travel,8.0,80.97,80.97,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-02-20,Food and beverages,Food and beverages,5.0,92.29,92.29,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-04,Electronic accessories,Electronic accessories,1.0,72.17,72.17,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-07,Home and lifestyle,Home and lifestyle,5.0,50.28,50.28,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-03-30,Health and beauty,Health and beauty,9.0,97.22,97.22,0,0,0,0,and beauty health,PROD_aafc543acc
2019-03-27,Sports and travel,Sports and travel,6.0,93.39,93.39,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-01-19,Food and beverages,Food and beverages,8.0,43.18,43.18,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-02-25,Sports and travel,Sports and travel,1.0,63.69,63.69,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-13,Food and beverages,Food and beverages,7.0,45.79,45.79,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-30,Sports and travel,Sports and travel,2.0,76.4,76.4,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-02-20,Food and beverages,Food and beverages,10.0,39.9,39.9,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-02-25,Health and beauty,Health and beauty,8.0,42.57,42.57,0,0,0,0,and beauty health,PROD_aafc543acc
2019-01-16,Home and lifestyle,Home and lifestyle,10.0,95.58,95.58,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-02-08,Fashion accessories,Fashion accessories,10.0,98.98,98.98,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-19,Food and beverages,Food and beverages,6.0,51.28,51.28,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-02-01,Sports and travel,Sports and travel,7.0,69.52,69.52,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-01-03,Health and beauty,Health and beauty,5.0,70.01,70.01,0,0,0,0,and beauty health,PROD_aafc543acc
2019-01-26,Food and beverages,Food and beverages,5.0,80.05,80.05,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-03,Electronic accessories,Electronic accessories,8.0,20.85,20.85,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-01-19,Electronic accessories,Electronic accessories,6.0,52.89,52.88999999999999,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-01-18,Food and beverages,Food and beverages,8.0,19.79,19.79,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-21,Home and lifestyle,Home and lifestyle,9.0,33.84,33.84,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-03-03,Food and beverages,Food and beverages,8.0,22.17,22.17,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-02-13,Fashion accessories,Fashion accessories,7.0,22.51,22.51,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-23,Food and beverages,Food and beverages,6.0,73.88,73.88,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-28,Health and beauty,Health and beauty,3.0,86.8,86.8,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-09,Fashion accessories,Fashion accessories,7.0,64.26,64.26,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-23,Food and beverages,Food and beverages,8.0,38.47,38.47,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-23,Sports and travel,Sports and travel,10.0,15.5,15.5,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-01-25,Health and beauty,Health and beauty,8.0,34.31,34.31,0,0,0,0,and beauty health,PROD_aafc543acc
2019-03-04,Sports and travel,Sports and travel,7.0,12.34,12.34,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-05,Food and beverages,Food and beverages,3.0,18.08,18.08,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-03,Home and lifestyle,Home and lifestyle,8.0,94.49,94.49,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-02-08,Home and lifestyle,Home and lifestyle,4.0,46.47,46.47,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-02-10,Home and lifestyle,Home and lifestyle,1.0,74.07,74.07,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-28,Home and lifestyle,Home and lifestyle,4.0,69.81,69.81,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-02-11,Home and lifestyle,Home and lifestyle,3.0,77.04,77.04,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-15,Fashion accessories,Fashion accessories,2.0,73.52,73.52,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-16,Food and beverages,Food and beverages,9.0,87.8,87.80000000000001,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-26,Home and lifestyle,Home and lifestyle,4.0,25.55,25.55,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-03-19,Electronic accessories,Electronic accessories,5.0,32.71,32.71,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-01-13,Fashion accessories,Fashion accessories,1.0,74.29,74.29,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-26,Health and beauty,Health and beauty,2.0,43.7,43.7,0,0,0,0,and beauty health,PROD_aafc543acc
2019-03-23,Home and lifestyle,Home and lifestyle,1.0,25.29,25.29,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-03-12,Health and beauty,Health and beauty,4.0,41.5,41.5,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-17,Food and beverages,Food and beverages,5.0,71.39,71.39,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-29,Sports and travel,Sports and travel,6.0,19.15,19.15,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-15,Electronic accessories,Electronic accessories,4.0,57.49,57.49,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-01-14,Electronic accessories,Electronic accessories,7.0,61.41,61.41,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-02-06,Health and beauty,Health and beauty,10.0,25.9,25.9,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-15,Home and lifestyle,Home and lifestyle,5.0,17.77,17.77,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-03,Health and beauty,Health and beauty,9.0,23.03,23.03,0,0,0,0,and beauty health,PROD_aafc543acc
2019-01-04,Electronic accessories,Electronic accessories,9.0,66.65,66.65,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-18,Home and lifestyle,Home and lifestyle,10.0,28.53,28.53,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-03-28,Fashion accessories,Fashion accessories,3.0,30.37,30.37,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-02,Electronic accessories,Electronic accessories,9.0,99.73,99.73,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-01-25,Electronic accessories,Electronic accessories,9.0,26.23,26.23,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-01-16,Food and beverages,Food and beverages,9.0,93.26,93.26,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-20,Home and lifestyle,Home and lifestyle,5.0,92.36,92.36,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-04,Sports and travel,Sports and travel,3.0,46.42,46.42,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-11,Sports and travel,Sports and travel,7.0,29.61,29.610000000000003,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-22,Home and lifestyle,Home and lifestyle,1.0,18.28,18.28,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-03-24,Sports and travel,Sports and travel,5.0,24.77,24.77,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-02-21,Electronic accessories,Electronic accessories,3.0,94.64,94.64,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-02-12,Fashion accessories,Fashion accessories,8.0,94.87,94.87,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-10,Food and beverages,Food and beverages,3.0,57.34,57.34,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-31,Electronic accessories,Electronic accessories,6.0,45.35,45.35,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-06,Food and beverages,Food and beverages,7.0,62.08,62.08,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-02-17,Electronic accessories,Electronic accessories,5.0,11.81,11.81,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-02-21,Fashion accessories,Fashion accessories,1.0,12.54,12.54,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-20,Food and beverages,Food and beverages,2.0,43.25,43.25,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-11,Sports and travel,Sports and travel,2.0,87.16,87.16,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-01-26,Health and beauty,Health and beauty,9.0,69.37,69.37,0,0,0,0,and beauty health,PROD_aafc543acc
